Year,Category,Nominee,Additional Info,Won?,,,,,,
1941 (14th),Scientific and Technical (Scientific and Engineering Award),To RCA MANUFACTURING COMPANY for the design and development of the MI-3043 Uni-directional microphone. [Sound],,YES,,,,,,
1941 (14th),Scientific and Technical (Technical Achievement Award),To RAY WILKINSON and the PARAMOUNT STUDIO LABORATORY for pioneering in the use of and for the first practical application to release printing of fine grain positive stock. [Film],,YES,,,,,,
1941 (14th),Scientific and Technical (Technical Achievement Award),To CHARLES LOOTENS and the REPUBLIC STUDIO SOUND DEPARTMENT for pioneering the use of and for the first practical application to motion picture production of CLASS B push-pull variable area recording. [Sound],,YES,,,,,,
1941 (14th),Scientific and Technical (Technical Achievement Award),"To WILBUR SILVERTOOTH and the PARAMOUNT STUDIO ENGINEERING DEPARTMENT for the design and computation of a relay condenser system applicable to transparency process projection, delivering considerably more usable light. [Special Photographic]",,YES,,,,,,
1941 (14th),Scientific and Technical (Technical Achievement Award),"To PARAMOUNT PICTURES, INC., and 20TH CENTURY-FOX FILM CORP. for the development and first practical application to motion picture production of an automatic scene slating device. [Stage Operations]",,YES,,,,,,
1941 (14th),Scientific and Technical (Technical Achievement Award),"To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT, and to LOREN RYDER and the PARAMOUNT STUDIO SOUND DEPARTMENT for pioneering the development of fine grain emulsions for variable density original sound recording in studio production. [Sound]",,YES,,,,,,
1941 (14th),Special Effects (archaic category),Aloma of the South Seas,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",NO,,,,,,
1941 (14th),Special Effects (archaic category),Dive Bomber,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,NO,,,,,,
1941 (14th),Special Effects (archaic category),Flight Command,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,NO,,,,,,
1941 (14th),Special Effects (archaic category),I Wanted Wings,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",YES,,,,,,
1941 (14th),Special Effects (archaic category),The Invisible Woman,Photographic Effects by John Fulton; Sound Effects by John Hall,NO,,,,,,
1941 (14th),Special Effects (archaic category),The Sea Wolf,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,NO,,,,,,
1941 (14th),Special Effects (archaic category),That Hamilton Woman,Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth,NO,,,,,,
1941 (14th),Special Effects (archaic category),Topper Returns,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,NO,,,,,,
1941 (14th),Special Effects (archaic category),A Yank in the R.A.F.,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,NO,,,,,,
1940 (13th),Actor -- Leading Role,Charles Chaplin,"The Great Dictator {'Hynkel, Dictator of Tomania'}",NO,,,,,,
1940 (13th),Actor -- Leading Role,Henry Fonda,The Grapes of Wrath {'Tom Joad'},NO,,,,,,
1940 (13th),Actor -- Leading Role,Raymond Massey,Abe Lincoln in Illinois {'Abraham Lincoln'},NO,,,,,,
1940 (13th),Actor -- Leading Role,Laurence Olivier,Rebecca {'Maxim de Winter'},NO,,,,,,
1940 (13th),Actor -- Leading Role,James Stewart,The Philadelphia Story {'Mike Connor'},YES,,,,,,
1940 (13th),Actor -- Supporting Role,Albert Basserman,Foreign Correspondent {'Van Meer'},NO,,,,,,
1940 (13th),Actor -- Supporting Role,Walter Brennan,The Westerner {'Judge Roy Bean'},YES,,,,,,
1940 (13th),Actor -- Supporting Role,William Gargan,"They Knew What They Wanted {'Joe, the Foreman'}",NO,,,,,,
1940 (13th),Actor -- Supporting Role,Jack Oakie,"The Great Dictator {'Napaloni, Dictator of Bacteria'}",NO,,,,,,
1940 (13th),Actor -- Supporting Role,James Stephenson,The Letter {'Howard Joyce'},NO,,,,,,
1940 (13th),Actress -- Leading Role,Bette Davis,The Letter {'Leslie Crosbie'},NO,,,,,,
1940 (13th),Actress -- Leading Role,Joan Fontaine,Rebecca {'Mrs. de Winter'},NO,,,,,,
1940 (13th),Actress -- Leading Role,Katharine Hepburn,The Philadelphia Story {'Tracy Lord'},NO,,,,,,
1940 (13th),Actress -- Leading Role,Ginger Rogers,Kitty Foyle {'Kitty Foyle'},YES,,,,,,
1940 (13th),Actress -- Leading Role,Martha Scott,Our Town {'Emily Webb'},NO,,,,,,
1940 (13th),Actress -- Supporting Role,Judith Anderson,Rebecca {'Mrs. Danvers'},NO,,,,,,
1940 (13th),Actress -- Supporting Role,Jane Darwell,The Grapes of Wrath {'Ma Joad'},YES,,,,,,
1940 (13th),Actress -- Supporting Role,Ruth Hussey,The Philadelphia Story {'Liz Imbrie'},NO,,,,,,
1940 (13th),Actress -- Supporting Role,Barbara O'Neil,"All This, and Heaven Too {'Duchesse de Praslin'}",NO,,,,,,
1940 (13th),Actress -- Supporting Role,Marjorie Rambeau,Primrose Path {'Mamie Adams'},NO,,,,,,
1940 (13th),Art Direction,"Arise, My Love","Hans Dreier, Robert Usher",NO,,,,,,
1940 (13th),Art Direction,Arizona,"Lionel Banks, Robert Peterson",NO,,,,,,
1940 (13th),Art Direction,The Boys from Syracuse,John Otterson,NO,,,,,,
1940 (13th),Art Direction,The Dark Command,John Victor Mackay,NO,,,,,,
1940 (13th),Art Direction,Foreign Correspondent,Alexander Golitzen,NO,,,,,,
1940 (13th),Art Direction,Lillian Russell,"Richard Day, Joseph C. Wright",NO,,,,,,
1940 (13th),Art Direction,My Favorite Wife,"Van Nest Polglase, Mark-Lee Kirk",NO,,,,,,
1940 (13th),Art Direction,"My Son, My Son!",John DuCasse Schulze,NO,,,,,,
1940 (13th),Art Direction,Our Town,Lewis J. Rachmil,NO,,,,,,
1940 (13th),Art Direction,Pride and Prejudice,"Cedric Gibbons, Paul Groesse",YES,,,,,,
1940 (13th),Art Direction,Rebecca,Lyle Wheeler,NO,,,,,,
1940 (13th),Art Direction,The Sea Hawk,Anton Grot,NO,,,,,,
1940 (13th),Art Direction,The Westerner,James Basevi,NO,,,,,,
1940 (13th),Art Direction,Bitter Sweet,"Cedric Gibbons, John S. Detlie",NO,,,,,,
1940 (13th),Art Direction,Down Argentine Way,"Richard Day, Joseph C. Wright",NO,,,,,,
1940 (13th),Art Direction,North West Mounted Police,"Hans Dreier, Roland Anderson",NO,,,,,,
1940 (13th),Art Direction,The Thief of Bagdad,Vincent Korda,YES,,,,,,
1940 (13th),Cinematography,Abe Lincoln in Illinois,James Wong Howe,NO,,,,,,
1940 (13th),Cinematography,"All This, and Heaven Too",Ernest Haller,NO,,,,,,
1940 (13th),Cinematography,"Arise, My Love","Charles B. Lang, Jr.",NO,,,,,,
1940 (13th),Cinematography,Boom Town,Harold Rosson,NO,,,,,,
1940 (13th),Cinematography,Foreign Correspondent,Rudolph Maté,NO,,,,,,
1940 (13th),Cinematography,The Letter,Gaetano (Tony) Gaudio,NO,,,,,,
1940 (13th),Cinematography,The Long Voyage Home,Gregg Toland,NO,,,,,,
1940 (13th),Cinematography,Rebecca,George Barnes,YES,,,,,,
1940 (13th),Cinematography,Spring Parade,Joseph Valentine,NO,,,,,,
1940 (13th),Cinematography,Waterloo Bridge,Joseph Ruttenberg,NO,,,,,,
1940 (13th),Cinematography,Bitter Sweet,"Oliver T. Marsh, Allen Davey",NO,,,,,,
1940 (13th),Cinematography,The Blue Bird,"Arthur Miller, Ray Rennahan",NO,,,,,,
1940 (13th),Cinematography,Down Argentine Way,"Leon Shamroy, Ray Rennahan",NO,,,,,,
1940 (13th),Cinematography,North West Mounted Police,"Victor Milner, W. Howard Greene",NO,,,,,,
1940 (13th),Cinematography,Northwest Passage,"Sidney Wagner, William V. Skall",NO,,,,,,
1940 (13th),Cinematography,The Thief of Bagdad,Georges Périnal,YES,,,,,,
1940 (13th),Directing,The Grapes of Wrath,John Ford,YES,,,,,,
1940 (13th),Directing,Kitty Foyle,Sam Wood,NO,,,,,,
1940 (13th),Directing,The Letter,William Wyler,NO,,,,,,
1940 (13th),Directing,The Philadelphia Story,George Cukor,NO,,,,,,
1940 (13th),Directing,Rebecca,Alfred Hitchcock,NO,,,,,,
1940 (13th),Film Editing,The Grapes of Wrath,Robert Simpson,NO,,,,,,
1940 (13th),Film Editing,The Letter,Warren Low,NO,,,,,,
1940 (13th),Film Editing,The Long Voyage Home,Sherman Todd,NO,,,,,,
1940 (13th),Film Editing,North West Mounted Police,Anne Bauchens,YES,,,,,,
1940 (13th),Film Editing,Rebecca,Hal C. Kern,NO,,,,,,
1940 (13th),Music (Scoring),Arizona,Victor Young,NO,,,,,,
1940 (13th),Music (Scoring),The Dark Command,Victor Young,NO,,,,,,
1940 (13th),Music (Scoring),The Fight for Life,Louis Gruenberg,NO,,,,,,
1940 (13th),Music (Scoring),The Great Dictator,Meredith Willson,NO,,,,,,
1940 (13th),Music (Scoring),The House of the Seven Gables,Frank Skinner,NO,,,,,,
1940 (13th),Music (Scoring),The Howards of Virginia,Richard Hageman,NO,,,,,,
1940 (13th),Music (Scoring),The Letter,Max Steiner,NO,,,,,,
1940 (13th),Music (Scoring),The Long Voyage Home,Richard Hageman,NO,,,,,,
1940 (13th),Music (Scoring),The Mark of Zorro,Alfred Newman,NO,,,,,,
1940 (13th),Music (Scoring),My Favorite Wife,Roy Webb,NO,,,,,,
1940 (13th),Music (Scoring),North West Mounted Police,Victor Young,NO,,,,,,
1940 (13th),Music (Scoring),One Million B.C.,Werner Heymann,NO,,,,,,
1940 (13th),Music (Scoring),Our Town,Aaron Copland,NO,,,,,,
1940 (13th),Music (Scoring),Pinocchio,"Leigh Harline, Paul J. Smith, Ned Washington",YES,,,,,,
1940 (13th),Music (Scoring),Rebecca,Franz Waxman,NO,,,,,,
1940 (13th),Music (Scoring),The Thief of Bagdad,Miklos Rozsa,NO,,,,,,
1940 (13th),Music (Scoring),Waterloo Bridge,Herbert Stothart,NO,,,,,,
1940 (13th),Music (Scoring),"Arise, My Love",Victor Young,NO,,,,,,
1940 (13th),Music (Scoring),Hit Parade of 1941,Cy Feuer,NO,,,,,,
1940 (13th),Music (Scoring),Irene,Anthony Collins,NO,,,,,,
1940 (13th),Music (Scoring),Our Town,Aaron Copland,NO,,,,,,
1940 (13th),Music (Scoring),The Sea Hawk,Erich Wolfgang Korngold,NO,,,,,,
1940 (13th),Music (Scoring),Second Chorus,Artie Shaw,NO,,,,,,
1940 (13th),Music (Scoring),Spring Parade,Charles Previn,NO,,,,,,
1940 (13th),Music (Scoring),Strike Up the Band,"Roger Edens, Georgie Stoll",NO,,,,,,
1940 (13th),Music (Scoring),Tin Pan Alley,Alfred Newman,YES,,,,,,
1940 (13th),Music (Song),Down Argentine Way,Music by Harry Warren; Lyrics by Mack Gordon,NO,,,,,,
1940 (13th),Music (Song),You'll Find Out,Music by Jimmy McHugh; Lyrics by Johnny Mercer,NO,,,,,,
1940 (13th),Music (Song),Music in My Heart,Music and Lyrics by Chet Forrest and Bob Wright,NO,,,,,,
1940 (13th),Music (Song),Second Chorus,Music by Artie Shaw; Lyrics by Johnny Mercer,NO,,,,,,
1940 (13th),Music (Song),Rhythm on the River,Music by James Monaco; Lyrics by John Burke,NO,,,,,,
1940 (13th),Music (Song),Strike Up the Band,Music and Lyrics by Roger Edens and Arthur Freed,NO,,,,,,
1940 (13th),Music (Song),Spring Parade,Music by Robert Stolz; Lyrics by Gus Kahn,NO,,,,,,
1940 (13th),Music (Song),Pinocchio,Music by Leigh Harline; Lyrics by Ned Washington,YES,,,,,,
1940 (13th),Music (Song),Hit Parade of 1941,Music by Jule Styne; Lyrics by Walter Bullock,NO,,,,,,
1940 (13th),Best Picture,"All This, and Heaven Too",Warner Bros.,NO,,,,,,
1940 (13th),Best Picture,Foreign Correspondent,Walter Wanger (production company),NO,,,,,,
1940 (13th),Best Picture,The Grapes of Wrath,20th Century-Fox,NO,,,,,,
1940 (13th),Best Picture,The Great Dictator,Charles Chaplin Productions,NO,,,,,,
1940 (13th),Best Picture,Kitty Foyle,RKO Radio,NO,,,,,,
1940 (13th),Best Picture,The Letter,Warner Bros.,NO,,,,,,
1940 (13th),Best Picture,The Long Voyage Home,Argosy-Wanger,NO,,,,,,
1940 (13th),Best Picture,Our Town,Sol Lesser (production company),NO,,,,,,
1940 (13th),Best Picture,The Philadelphia Story,Metro-Goldwyn-Mayer,NO,,,,,,
1940 (13th),Best Picture,Rebecca,Selznick International Pictures,YES,,,,,,
1940 (13th),Short Film (Animated),The Milky Way,Metro-Goldwyn-Mayer,YES,,,,,,
1940 (13th),Short Film (Animated),Puss Gets the Boot,Metro-Goldwyn-Mayer,NO,,,,,,
1940 (13th),Short Film (Animated),A Wild Hare,"Leon Schlesinger, Producer",NO,,,,,,
1940 (13th),Short Film (Live Action),London Can Take It,Warner Bros.,NO,,,,,,
1940 (13th),Short Film (Live Action),More about Nostradamus,Metro-Goldwyn-Mayer,NO,,,,,,
1940 (13th),Short Film (Live Action),Quicker 'N a Wink,"Pete Smith, Producer",YES,,,,,,
1940 (13th),Short Film (Live Action),Siege,RKO Radio,NO,,,,,,
1940 (13th),Short Film (Live Action),Eyes of the Navy,Metro-Goldwyn-Mayer,NO,,,,,,
1940 (13th),Short Film (Live Action),Service with the Colors,Warner Bros.,NO,,,,,,
1940 (13th),Short Film (Live Action),"Teddy, the Rough Rider",Warner Bros.,YES,,,,,,
1940 (13th),Sound,Behind the News,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",NO,,,,,,
1940 (13th),Sound,Captain Caution,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",NO,,,,,,
1940 (13th),Sound,The Grapes of Wrath,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",NO,,,,,,
1940 (13th),Sound,The Howards of Virginia,"General Service Sound Department, Jack Whitney, Sound Director",NO,,,,,,
1940 (13th),Sound,Kitty Foyle,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",NO,,,,,,
1940 (13th),Sound,North West Mounted Police,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",NO,,,,,,
1940 (13th),Sound,Our Town,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",NO,,,,,,
1940 (13th),Sound,The Sea Hawk,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",NO,,,,,,
1940 (13th),Sound,Spring Parade,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",NO,,,,,,
1940 (13th),Sound,Strike Up the Band,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",YES,,,,,,
1940 (13th),Sound,Too Many Husbands,"Columbia Studio Sound Department, John Livadary, Sound Director",NO,,,,,,
1940 (13th),Writing,Angels over Broadway,Ben Hecht,NO,,,,,,
1940 (13th),Writing,Dr. Ehrlich's Magic Bullet,"John Huston, Heinz Herald, Norman Burnside",NO,,,,,,
1940 (13th),Writing,Foreign Correspondent,"Charles Bennett, Joan Harrison",NO,,,,,,
1940 (13th),Writing,The Great Dictator,Charles Chaplin,NO,,,,,,
1940 (13th),Writing,The Great McGinty,Preston Sturges,YES,,,,,,
1940 (13th),Writing,"Arise, My Love","Benjamin Glazer, John S. Toldy",YES,,,,,,
1940 (13th),Writing,Comrade X,Walter Reisch,NO,,,,,,
1940 (13th),Writing,"Edison, the Man","Dore Schary, Hugo Butler",NO,,,,,,
1940 (13th),Writing,My Favorite Wife,"Bella Spewack, Samuel Spewack, Leo McCarey",NO,,,,,,
1940 (13th),Writing,The Westerner,Stuart N. Lake,NO,,,,,,
1940 (13th),Writing,The Grapes of Wrath,Nunnally Johnson,NO,,,,,,
1940 (13th),Writing,Kitty Foyle,Dalton Trumbo,NO,,,,,,
1940 (13th),Writing,The Long Voyage Home,Dudley Nichols,NO,,,,,,
1940 (13th),Writing,The Philadelphia Story,Donald Ogden Stewart,YES,,,,,,
1940 (13th),Writing,Rebecca,"Robert E. Sherwood, Joan Harrison",NO,,,,,,
1940 (13th),Honorary Award,"To Bob Hope, in recognition of his unselfish services to the Motion Picture Industry.",,YES,,,,,,
1940 (13th),Honorary Award,"To Colonel Nathan Levinson for his outstanding service to the industry and the Army during the past nine years, which has made possible the present efficient mobilization of the motion picture industry facilities for the production of Army Training Films.",,YES,,,,,,
1940 (13th),Scientific and Technical (Academy Award of Merit),"To 20TH CENTURY-FOX FILM CORP. for the design and construction of the 20th Century Silenced Camera, developed by DANIEL CLARK, GROVER LAUBE, CHARLES MILLER and ROBERT W. STEVENS. [Camera]",,YES,,,,,,
1940 (13th),Scientific and Technical (Technical Achievement Award),To WARNER BROS. STUDIO ART DEPARTMENT and ANTON GROT for the design and perfection of the Warner Bros. water ripple and wave illusion machine. [Stage Operations],,YES,,,,,,
1940 (13th),Special Effects (archaic category),The Blue Bird,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,NO,,,,,,
1940 (13th),Special Effects (archaic category),Boom Town,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,NO,,,,,,
1940 (13th),Special Effects (archaic category),The Boys from Syracuse,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",NO,,,,,,
1940 (13th),Special Effects (archaic category),Dr. Cyclops,"Photographic Effects by Gordon Jennings, Farciot Edouart",NO,,,,,,
1940 (13th),Special Effects (archaic category),Foreign Correspondent,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,NO,,,,,,
1940 (13th),Special Effects (archaic category),The Invisible Man Returns,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",NO,,,,,,
1940 (13th),Special Effects (archaic category),The Long Voyage Home,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",NO,,,,,,
1940 (13th),Special Effects (archaic category),One Million B.C.,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,NO,,,,,,
1940 (13th),Special Effects (archaic category),Rebecca,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,NO,,,,,,
1940 (13th),Special Effects (archaic category),The Sea Hawk,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,NO,,,,,,
1940 (13th),Special Effects (archaic category),Swiss Family Robinson,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,NO,,,,,,
1940 (13th),Special Effects (archaic category),The Thief of Bagdad,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,YES,,,,,,
1940 (13th),Special Effects (archaic category),Typhoon,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",NO,,,,,,
1940 (13th),Special Effects (archaic category),Women in War,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",NO,,,,,,
1939 (12th),Actor -- Leading Role,Robert Donat,"Goodbye, Mr. Chips {'Mr. Chips'}",YES,,,,,,
1939 (12th),Actor -- Leading Role,Clark Gable,Gone with the Wind {'Rhett Butler'},NO,,,,,,
1939 (12th),Actor -- Leading Role,Laurence Olivier,Wuthering Heights {'Heathcliff'},NO,,,,,,
1939 (12th),Actor -- Leading Role,Mickey Rooney,Babes in Arms {'Mickey Moran'},NO,,,,,,
1939 (12th),Actor -- Leading Role,James Stewart,Mr. Smith Goes to Washington {'Jefferson Smith'},NO,,,,,,
1939 (12th),Actor -- Supporting Role,Brian Aherne,Juarez {'Emperor Maximilian von Habsburg'},NO,,,,,,
1939 (12th),Actor -- Supporting Role,Harry Carey,Mr. Smith Goes to Washington {'President of the Senate'},NO,,,,,,
1939 (12th),Actor -- Supporting Role,Brian Donlevy,Beau Geste {'Sergeant Markoff'},NO,,,,,,
1939 (12th),Actor -- Supporting Role,Thomas Mitchell,Stagecoach {'Dr. Josiah Boone'},YES,,,,,,
1939 (12th),Actor -- Supporting Role,Claude Rains,Mr. Smith Goes to Washington {'Senator Joseph Paine'},NO,,,,,,
1939 (12th),Actress -- Leading Role,Bette Davis,Dark Victory {'Judith Traherne'},NO,,,,,,
1939 (12th),Actress -- Leading Role,Irene Dunne,Love Affair {'Terry McKay'},NO,,,,,,
1939 (12th),Actress -- Leading Role,Greta Garbo,Ninotchka {'Lena Yakushova (Ninotchka)'},NO,,,,,,
1939 (12th),Actress -- Leading Role,Greer Garson,"Goodbye, Mr. Chips {'Katherine Chipping'}",NO,,,,,,
1939 (12th),Actress -- Leading Role,Vivien Leigh,Gone with the Wind {'Scarlett O'Hara'},YES,,,,,,
1939 (12th),Actress -- Supporting Role,Olivia de Havilland,Gone with the Wind {'Melanie Hamilton'},NO,,,,,,
1939 (12th),Actress -- Supporting Role,Geraldine Fitzgerald,Wuthering Heights {'Isabella'},NO,,,,,,
1939 (12th),Actress -- Supporting Role,Hattie McDaniel,Gone with the Wind {'Mammy'},YES,,,,,,
1939 (12th),Actress -- Supporting Role,Edna May Oliver,Drums along the Mohawk {'Sarah McKlennar'},NO,,,,,,
1939 (12th),Actress -- Supporting Role,Maria Ouspenskaya,"Love Affair {'Grandmother, Mme. Marnay'}",NO,,,,,,
1939 (12th),Acting (other),To Judy Garland for her outstanding performance as a screen juvenile during the past year.,,YES,,,,,,
1939 (12th),Art Direction,Beau Geste,"Hans Dreier, Robert Odell",NO,,,,,,
1939 (12th),Art Direction,Captain Fury,Charles D. Hall,NO,,,,,,
1939 (12th),Art Direction,First Love,"Jack Otterson, Martin Obzina",NO,,,,,,
1939 (12th),Art Direction,Gone with the Wind,Lyle Wheeler,YES,,,,,,
1939 (12th),Art Direction,Love Affair,"Van Nest Polglase, Al Herman",NO,,,,,,
1939 (12th),Art Direction,Man of Conquest,John Victor Mackay,NO,,,,,,
1939 (12th),Art Direction,Mr. Smith Goes to Washington,Lionel Banks,NO,,,,,,
1939 (12th),Art Direction,The Private Lives of Elizabeth and Essex,Anton Grot,NO,,,,,,
1939 (12th),Art Direction,The Rains Came,"William Darling, George Dudley",NO,,,,,,
1939 (12th),Art Direction,Stagecoach,Alexander Toluboff,NO,,,,,,
1939 (12th),Art Direction,The Wizard of Oz,"Cedric Gibbons, William A. Horning",NO,,,,,,
1939 (12th),Art Direction,Wuthering Heights,James Basevi,NO,,,,,,
1939 (12th),Cinematography,First Love,Joseph Valentine,NO,,,,,,
1939 (12th),Cinematography,The Great Victor Herbert,Victor Milner,NO,,,,,,
1939 (12th),Cinematography,Gunga Din,Joseph H. August,NO,,,,,,
1939 (12th),Cinematography,Intermezzo,Gregg Toland,NO,,,,,,
1939 (12th),Cinematography,Juarez,Tony Gaudio,NO,,,,,,
1939 (12th),Cinematography,Lady of the Tropics,George Folsey,NO,,,,,,
1939 (12th),Cinematography,Of Mice and Men,Norbert Brodine,NO,,,,,,
1939 (12th),Cinematography,Only Angels Have Wings,Joseph Walker,NO,,,,,,
1939 (12th),Cinematography,The Rains Came,Arthur Miller,NO,,,,,,
1939 (12th),Cinematography,Stagecoach,Bert Glennon,NO,,,,,,
1939 (12th),Cinematography,Wuthering Heights,Gregg Toland,YES,,,,,,
1939 (12th),Cinematography,Drums along the Mohawk,"Ray Rennahan, Bert Glennon",NO,,,,,,
1939 (12th),Cinematography,Four Feathers,"Georges Perinal, Osmond Borradaile",NO,,,,,,
1939 (12th),Cinematography,Gone with the Wind,"Ernest Haller, Ray Rennahan",YES,,,,,,
1939 (12th),Cinematography,The Mikado,"William V. Skall, Bernard Knowles",NO,,,,,,
1939 (12th),Cinematography,The Private Lives of Elizabeth and Essex,"Sol Polito, W. Howard Greene",NO,,,,,,
1939 (12th),Cinematography,The Wizard of Oz,Hal Rosson,NO,,,,,,
1939 (12th),Directing,Gone with the Wind,Victor Fleming,YES,,,,,,
1939 (12th),Directing,"Goodbye, Mr. Chips",Sam Wood,NO,,,,,,
1939 (12th),Directing,Mr. Smith Goes to Washington,Frank Capra,NO,,,,,,
1939 (12th),Directing,Stagecoach,John Ford,NO,,,,,,
1939 (12th),Directing,Wuthering Heights,William Wyler,NO,,,,,,
1939 (12th),Film Editing,Gone with the Wind,"Hal C. Kern, James E. Newcom",YES,,,,,,
1939 (12th),Film Editing,"Goodbye, Mr. Chips",Charles Frend,NO,,,,,,
1939 (12th),Film Editing,Mr. Smith Goes to Washington,"Gene Havlick, Al Clark",NO,,,,,,
1939 (12th),Film Editing,The Rains Came,Barbara McLean,NO,,,,,,
1939 (12th),Film Editing,Stagecoach,"Otho Lovering, Dorothy Spencer",NO,,,,,,
1939 (12th),Music (Scoring),Dark Victory,Max Steiner,NO,,,,,,
1939 (12th),Music (Scoring),Eternally Yours,Werner Janssen,NO,,,,,,
1939 (12th),Music (Scoring),Golden Boy,Victor Young,NO,,,,,,
1939 (12th),Music (Scoring),Gone with the Wind,Max Steiner,NO,,,,,,
1939 (12th),Music (Scoring),Gulliver's Travels,Victor Young,NO,,,,,,
1939 (12th),Music (Scoring),The Man in the Iron Mask,"Lud Gluskin, Lucien Moraweck",NO,,,,,,
1939 (12th),Music (Scoring),Man of Conquest,Victor Young,NO,,,,,,
1939 (12th),Music (Scoring),Nurse Edith Cavell,Anthony Collins,NO,,,,,,
1939 (12th),Music (Scoring),Of Mice and Men,Aaron Copland,NO,,,,,,
1939 (12th),Music (Scoring),The Rains Came,Alfred Newman,NO,,,,,,
1939 (12th),Music (Scoring),The Wizard of Oz,Herbert Stothart,YES,,,,,,
1939 (12th),Music (Scoring),Wuthering Heights,Alfred Newman,NO,,,,,,
1939 (12th),Music (Scoring),Babes in Arms,"George E. Stoll, Roger Edens",NO,,,,,,
1939 (12th),Music (Scoring),First Love,Charles Previn,NO,,,,,,
1939 (12th),Music (Scoring),The Great Victor Herbert,"Phil Boutelje, Arthur Lange",NO,,,,,,
1939 (12th),Music (Scoring),The Hunchback of Notre Dame,Alfred Newman,NO,,,,,,
1939 (12th),Music (Scoring),Intermezzo,Lou Forbes,NO,,,,,,
1939 (12th),Music (Scoring),Mr. Smith Goes to Washington,Dimitri Tiomkin,NO,,,,,,
1939 (12th),Music (Scoring),Of Mice and Men,Aaron Copland,NO,,,,,,
1939 (12th),Music (Scoring),The Private Lives of Elizabeth and Essex,Erich Wolfgang Korngold,NO,,,,,,
1939 (12th),Music (Scoring),She Married a Cop,Cy Feuer,NO,,,,,,
1939 (12th),Music (Scoring),Stagecoach,"Richard Hageman, Frank Harling, John Leipold, Leo Shuken",YES,,,,,,
1939 (12th),Music (Scoring),Swanee River,Louis Silvers,NO,,,,,,
1939 (12th),Music (Scoring),They Shall Have Music,Alfred Newman,NO,,,,,,
1939 (12th),Music (Scoring),Way Down South,Victor Young,NO,,,,,,
1939 (12th),Music (Song),Gulliver's Travels,Music by Ralph Rainger; Lyrics by Leo Robin,NO,,,,,,
1939 (12th),Music (Song),Second Fiddle,Music and Lyrics by Irving Berlin,NO,,,,,,
1939 (12th),Music (Song),The Wizard of Oz,Music by Harold Arlen; Lyrics by E. Y. Harburg,YES,,,,,,
1939 (12th),Music (Song),Love Affair,Music and Lyrics by Buddy de Sylva,NO,,,,,,
1939 (12th),Best Picture,Dark Victory,Warner Bros.-First National,NO,,,,,,
1939 (12th),Best Picture,Gone with the Wind,Selznick International Pictures,YES,,,,,,
1939 (12th),Best Picture,"Goodbye, Mr. Chips",Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Best Picture,Love Affair,RKO Radio,NO,,,,,,
1939 (12th),Best Picture,Mr. Smith Goes to Washington,Columbia,NO,,,,,,
1939 (12th),Best Picture,Ninotchka,Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Best Picture,Of Mice and Men,Hal Roach (production company),NO,,,,,,
1939 (12th),Best Picture,Stagecoach,Walter Wanger (production company),NO,,,,,,
1939 (12th),Best Picture,The Wizard of Oz,Metro-Goldwyn-Mayer,NO,,,,,,
1939 (12th),Best Picture,Wuthering Heights,Samuel Goldwyn Productions,NO,,,,,,
